index,filename,label1,score1,label2,score2,label3,score3
279,미술관_참살이미술관_1147.jpg,museum,0.2357,gallery,0.2347,stage theater,0.2108
280,미술관_참살이미술관_1148.jpg,korean palace,0.2663,restaurant,0.2369,pub,0.2356
281,미술관_채플갤러리_1137.jpg,gallery,0.2595,museum,0.2321,observation tower,0.2163
282,미술관_채플갤러리_1138.jpg,gallery,0.2472,observation tower,0.2356,museum,0.2277
283,미술관_채플갤러리_1139.jpg,gallery,0.2704,museum,0.2332,korean palace,0.2065
284,미술관_포레리움_704.jpg,palace,0.2351,observatory,0.2335,museum,0.2318
285,미술관_한두뼘12갤러리_1176.jpg,bakery shop,0.241,restaurant,0.2225,pub,0.2035
286,미술관_한새갤러리_1646.jpg,alley,0.272,street,0.2495,korean palace,0.2413
287,미술관_호암미술관_668.jpg,korean palace,0.3288,Buddhist temple,0.2625,botanical garden,0.2582
288,미술관_호암미술관_669.jpg,korean palace,0.2826,Buddhist temple,0.2737,botanical garden,0.2463
289,미술관_호암미술관_670.jpg,botanical garden,0.2397,trail,0.2192,forest,0.2153
290,박물관_강화역사박물관_1190.jpg,museum,0.2507,gallery,0.2454,korean palace,0.2303
291,박물관_강화역사박물관_1191.jpg,korean palace,0.2363,stadium,0.2328,museum,0.2324
292,박물관_강화자연사박물관_1199.jpg,gallery,0.2339,museum,0.2302,bakery shop,0.2235
293,박물관_강화자연사박물관_1200.jpg,gallery,0.243,museum,0.2366,movie theater,0.2306
294,박물관_강화전쟁박물관_1210.jpg,museum,0.2471,korean palace,0.2369,gallery,0.2362
295,박물관_강화전쟁박물관_1212.jpg,korean palace,0.2948,palace,0.2367,museum,0.2366
296,박물관_검단선사박물관_1207.jpg,museum,0.272,gallery,0.2557,korean palace,0.2425
297,박물관_검단선사박물관_1208.jpg,festival,0.2508,korean palace,0.2341,amusement park,0.2206
298,박물관_검단선사박물관_1209.jpg,museum,0.2303,Buddhist temple,0.2261,gallery,0.2203
299,박물관_경기도어린이박물관_723.jpg,korean palace,0.2382,gallery,0.2043,palace,0.2043
300,박물관_경기도어린이박물관_724.jpg,korean palace,0.2617,stage theater,0.2192,gallery,0.2084
301,박물관_경기도어린이박물관_725.jpg,korean palace,0.2626,festival,0.2322,amusement park,0.2183
302,박물관_경기북부어린이박물관_747.jpg,movie theater,0.2503,department store,0.2488,stadium,0.2324
303,박물관_경기북부어린이박물관_748.jpg,festival,0.2396,korean palace,0.2098,amusement park,0.2071
304,박물관_경기북부어린이박물관_749.jpg,korean palace,0.2518,stage theater,0.2097,palace,0.2047
305,박물관_계양산성박물관_1213.jpg,museum,0.2547,gallery,0.235,korean palace,0.2292
306,박물관_계양산성박물관_1214.jpg,korean palace,0.2312,festival,0.2285,gallery,0.2203
307,박물관_고양어린이박물관_730.jpg,zoo,0.2478,forest,0.2377,botanical garden,0.237
308,박물관_고양어린이박물관_731.jpg,zoo,0.2444,botanical garden,0.2393,gallery,0.2355
309,박물관_국립고궁박물관_208.jpg,museum,0.2512,korean palace,0.248,gallery,0.2335
310,박물관_국립고궁박물관_209.jpg,amusement park,0.2306,gallery,0.2293,korean palace,0.2292
311,박물관_국립농업박물관_741.jpg,korean palace,0.232,festival,0.2202,amusement park,0.2165
312,박물관_국립농업박물관_742.jpg,korean palace,0.2912,city park,0.2465,botanical garden,0.2461
313,박물관_국립농업박물관_743.jpg,restaurant,0.2275,pub,0.2222,stage theater,0.2194
314,박물관_국립민속박물관 본관_206.jpg,korean palace,0.2673,city park,0.2478,amusement park,0.2348
315,박물관_국립세계문자박물관_1192.jpg,museum,0.2311,korean palace,0.229,festival,0.2261
316,박물관_국립세계문자박물관_1193.jpg,fountain,0.282,city park,0.251,waterfall,0.2474
317,박물관_국립세계문자박물관_1194.jpg,city park,0.2613,korean palace,0.2477,stadium,0.2392
318,박물관_국립인천해양박물관_1186.jpg,museum,0.2271,amusement park,0.2255,zoo,0.2202
319,박물관_국립인천해양박물관_1188.jpg,korean palace,0.2424,museum,0.2052,stage theater,0.1996
320,박물관_국립중앙박물관_199.jpg,Buddhist temple,0.2728,gallery,0.2264,museum,0.2219
321,박물관_국립중앙박물관_201.jpg,Buddhist temple,0.2357,traditional market,0.2287,korean palace,0.2263
322,박물관_국립항공박물관_223.jpg,observatory,0.2149,gallery,0.2103,stage theater,0.2081
323,박물관_국립항공박물관_224.jpg,korean palace,0.2638,museum,0.235,stage theater,0.2297
324,박물관_국립해양박물관_1668.jpg,stadium,0.285,stage theater,0.2698,museum,0.2659
325,박물관_국립해양박물관_1669.jpg,zoo,0.2383,river,0.23,gallery,0.2282
326,박물관_국립해양박물관_1670.jpg,museum,0.2686,harbor,0.2515,gallery,0.248
327,박물관_대한민국역사박물관_202.jpg,department store,0.2422,museum,0.2407,korean palace,0.2393
328,박물관_대한민국역사박물관_204.jpg,gallery,0.2569,museum,0.2409,movie theater,0.2334
329,박물관_부산영화체험박물관_1662.jpg,amusement park,0.2485,korean palace,0.2161,zoo,0.2088
330,박물관_부산영화체험박물관_1663.jpg,amusement park,0.2453,korean palace,0.2107,zoo,0.2084
331,박물관_부산영화체험박물관_1664.jpg,korean palace,0.2475,movie theater,0.2456,museum,0.2408
332,박물관_부산장난감박물관_1656.jpg,gallery,0.2538,korean palace,0.2329,museum,0.2311
333,박물관_부산커피박물관_1672.jpg,bakery shop,0.2581,restaurant,0.2291,pub,0.2269
334,박물관_부산커피박물관_1673.jpg,restaurant,0.2241,fountain,0.2218,pub,0.2202
335,박물관_부평역사박물관_1180.jpg,korean palace,0.2825,restaurant,0.258,stage theater,0.2484
336,박물관_부평역사박물관_1181.jpg,korean palace,0.3028,Buddhist temple,0.2536,palace,0.2444
337,박물관_삼성화재 모빌리티뮤지엄_714.jpg,museum,0.2539,gallery,0.2529,movie theater,0.2268
338,박물관_서대문자연사박물관_214.jpg,museum,0.2547,gallery,0.2209,zoo,0.2206
339,박물관_서대문자연사박물관_216.jpg,zoo,0.2326,fountain,0.2228,museum,0.2227
340,박물관_서소문성지역사박물관_211.jpg,korean palace,0.2403,city park,0.2385,botanical garden,0.2376
341,박물관_서소문성지역사박물관_212.jpg,korean palace,0.2365,amusement park,0.2016,gallery,0.201
342,박물관_서울공예박물관_235.jpg,korean palace,0.2759,city park,0.2176,palace,0.2106
343,박물관_서울공예박물관_236.jpg,gallery,0.2083,korean palace,0.2048,fountain,0.2038
344,박물관_서울공예박물관_237.jpg,botanical garden,0.221,forest,0.2158,department store,0.2128
345,박물관_서울생활사박물관_226.jpg,museum,0.2613,palace,0.2584,festival,0.2531
346,박물관_서울생활사박물관_227.jpg,festival,0.2551,korean palace,0.2338,zoo,0.2325
347,박물관_서울생활사박물관_228.jpg,zoo,0.2262,bakery shop,0.2218,gallery,0.2213
348,박물관_서울역사박물관_197.jpg,palace,0.2442,museum,0.2381,gallery,0.2328
349,박물관_서울역사박물관_198.jpg,korean palace,0.2323,stage theater,0.1884,palace,0.1812
350,박물관_송파책박물관_239.jpg,bakery shop,0.2648,gallery,0.2465,department store,0.2398
351,박물관_송파책박물관_240.jpg,gallery,0.2126,stage theater,0.2086,museum,0.2008
352,박물관_수원광교박물관_751.jpg,korean palace,0.2542,gallery,0.2279,museum,0.2271
353,박물관_수원박물관_753.jpg,korean palace,0.282,museum,0.2256,palace,0.22
354,박물관_수원박물관_754.jpg,city park,0.219,observation tower,0.2171,street,0.2103
355,박물관_수원박물관_755.jpg,korean palace,0.2941,museum,0.2488,Buddhist temple,0.2307
356,박물관_수원화성박물관_733.jpg,korean palace,0.2449,stage theater,0.1993,palace,0.1942
357,박물관_수원화성박물관_734.jpg,korean palace,0.2338,museum,0.2206,city park,0.2184
358,박물관_여주곤충박물관_744.jpg,museum,0.204,korean palace,0.1973,gallery,0.1924
359,박물관_영종역사관_1204.jpg,gallery,0.2655,museum,0.2515,korean palace,0.2239
360,박물관_영종역사관_1206.jpg,korean palace,0.2691,festival,0.2174,museum,0.2137
361,박물관_인천광역시립박물관_1177.jpg,korean palace,0.2323,bakery shop,0.2278,restaurant,0.2204
362,박물관_인천광역시립박물관_1178.jpg,korean palace,0.2517,gallery,0.2335,museum,0.2295
363,박물관_인천광역시립박물관_1179.jpg,korean palace,0.2314,amusement park,0.2243,stage theater,0.2204
364,박물관_인천어린이박물관_1216.jpg,korean palace,0.2665,stadium,0.2453,museum,0.2395
365,박물관_인천어린이박물관_1217.jpg,korean palace,0.2357,stage theater,0.2125,trail,0.1937
366,박물관_인천어린이박물관_1218.jpg,korean palace,0.2674,amusement park,0.2454,stage theater,0.2393
367,박물관_전곡선사박물관_738.jpg,korean palace,0.2505,festival,0.2217,museum,0.2106
368,박물관_전곡선사박물관_739.jpg,korean palace,0.2395,festival,0.2374,amusement park,0.2329
369,박물관_전곡선사박물관_740.jpg,korean palace,0.2272,stage theater,0.1998,festival,0.199
370,박물관_증권박물관 부산관_1676.jpg,gallery,0.2573,korean palace,0.2498,observation tower,0.2471
371,박물관_짜장면박물관_1195.jpg,alley,0.2387,korean palace,0.2348,observation tower,0.2321
372,박물관_짜장면박물관_1197.jpg,korean palace,0.2492,restaurant,0.2255,bakery shop,0.2198
373,박물관_철도박물관_717.jpg,museum,0.2531,gallery,0.2342,korean palace,0.2336
374,박물관_철도박물관_718.jpg,restaurant,0.2246,korean palace,0.2133,traditional market,0.2127
375,박물관_철도박물관_719.jpg,korean palace,0.2907,restaurant,0.2775,department store,0.2697
376,박물관_청계천박물관_232.jpg,korean palace,0.2655,museum,0.2335,traditional market,0.2184
377,박물관_청계천박물관_234.jpg,korean palace,0.2905,museum,0.2669,gallery,0.2421
378,박물관_한국근대문학관_1219.jpg,museum,0.2333,stadium,0.2264,stage theater,0.2257
379,박물관_한국근현대사박물관_737.jpg,korean palace,0.2434,trail,0.2406,river,0.2395
380,박물관_한국만화박물관_713.jpg,korean palace,0.2423,department store,0.2407,stadium,0.2362
381,박물관_한국은행 화폐박물관_217.jpg,korean palace,0.2557,stage theater,0.2289,stadium,0.2285
382,박물관_한국은행 화폐박물관_218.jpg,korean palace,0.2749,museum,0.2322,city park,0.229
383,박물관_한국은행 화폐박물관_219.jpg,korean palace,0.2649,museum,0.2342,traditional market,0.2189
384,박물관_한국이민사박물관_1202.jpg,korean palace,0.248,restaurant,0.2216,museum,0.2178
385,박물관_한국이민사박물관_1203.jpg,korean palace,0.2758,museum,0.2607,stage theater,0.2457
386,박물관_한성백제박물관_220.jpg,korean palace,0.2601,stadium,0.2442,city park,0.2424
387,박물관_한성백제박물관_221.jpg,traditional market,0.2443,museum,0.2358,korean palace,0.2346
388,박물관_허준박물관_229.jpg,museum,0.2516,korean palace,0.24,traditional market,0.2181
389,박물관_허준박물관_230.jpg,museum,0.2403,Buddhist temple,0.2395,korean palace,0.2343
390,박물관_허준박물관_231.jpg,korean palace,0.2687,Buddhist temple,0.2557,traditional market,0.2503
391,봉수대_황령산 봉수대_1677.jpg,korean palace,0.234,observation tower,0.2313,Buddhist temple,0.2244
392,봉수대_황령산 봉수대_1678.jpg,korean palace,0.2583,observation tower,0.2543,Buddhist temple,0.2369
393,봉수대_황령산 봉수대_1679.jpg,korean palace,0.2658,observation tower,0.2654,city park,0.2596
394,뷔페_서울신라호텔 더 파크뷰_34.jpg,bakery shop,0.2285,restaurant,0.2214,gallery,0.1987
395,뷔페_서울신라호텔 더 파크뷰_35.jpg,bakery shop,0.2532,restaurant,0.2348,korean palace,0.221
396,뷔페_서울신라호텔 더 파크뷰_36.jpg,restaurant,0.2293,traditional market,0.218,korean palace,0.2123
397,브런치빈_브런치빈 삼산점_1034.jpg,restaurant,0.2529,bakery shop,0.2301,pub,0.2275
398,브런치빈_브런치빈 송파점_13.jpg,restaurant,0.2424,traditional market,0.2217,pub,0.2189
399,"사당,제단_오랑대_1689.jpg",observation tower,0.2424,ocean coastline,0.2419,Buddhist temple,0.2161
400,"사당,제단_종묘_250.jpg",korean palace,0.2808,Buddhist temple,0.2555,botanical garden,0.2496
401,"사당,제단_종묘_251.jpg",korean palace,0.2382,observation tower,0.2203,city park,0.2151
402,"사당,제단_종묘_252.jpg",korean palace,0.2626,museum,0.2298,stage theater,0.2179
403,"사당,제단_참성단_1256.jpg",korean palace,0.2797,ocean coastline,0.2635,harbor,0.2272
404,"사당,제단_참성단_1257.jpg",festival,0.2364,stage theater,0.2298,korean palace,0.2263
405,"사당,제단_참성단_1258.jpg",korean palace,0.2526,observation tower,0.2302,museum,0.2266
406,"산성,성곽_금정산성 동문_1686.jpg",korean palace,0.2393,restaurant,0.2383,festival,0.2286
407,"산성,성곽_금정산성 동문_1687.jpg",korean palace,0.2497,Buddhist temple,0.2424,zoo,0.2423
408,"산성,성곽_금정산성 동문_1688.jpg",festival,0.2208,observation tower,0.2193,zoo,0.2179
409,"산성,성곽_남한산성_761.jpg",trail,0.2182,river,0.21,forest,0.1999
410,"산성,성곽_남한산성_762.jpg",trail,0.2452,forest,0.2315,observation tower,0.2014
411,"산성,성곽_남한산성_763.jpg",korean palace,0.286,Buddhist temple,0.2646,observation tower,0.2416
412,"산성,성곽_부산진성_1707.jpg",korean palace,0.2917,Buddhist temple,0.2423,palace,0.2357
413,"산성,성곽_부산진성_1708.jpg",korean palace,0.2454,festival,0.2248,stage theater,0.2184
414,"산성,성곽_부산진성_1709.jpg",korean palace,0.2437,observation tower,0.2399,restaurant,0.2339
415,"산성,성곽_분오리돈대_1244.jpg",korean palace,0.2806,traditional market,0.2296,amusement park,0.224
416,"산성,성곽_분오리돈대_1246.jpg",observation tower,0.2367,observatory,0.23,fountain,0.2228
417,"산성,성곽_수원화성_756.jpg",korean palace,0.2816,festival,0.2661,museum,0.2407
418,"산성,성곽_수원화성_758.jpg",observation tower,0.279,observatory,0.2588,harbor,0.2509
419,"산성,성곽_연천호로고루_779.jpg",traditional market,0.2174,museum,0.21,gallery,0.2069
420,"산성,성곽_초지진_1229.jpg",restaurant,0.2674,bakery shop,0.266,korean palace,0.2583
421,"산성,성곽_행주산성_764.jpg",korean palace,0.2873,Buddhist temple,0.2632,museum,0.2563
422,"산성,성곽_행주산성_765.jpg",street,0.2751,korean palace,0.2594,city park,0.2584
423,"산성,성곽_행주산성_766.jpg",fountain,0.2336,korean palace,0.2202,museum,0.2199
424,삼겹살_골목고깃집_902.jpg,korean palace,0.2352,restaurant,0.2244,festival,0.217
425,삼겹살_골목식당_890.jpg,bakery shop,0.1963,restaurant,0.1908,pub,0.188
426,삼겹살_골목식당_891.jpg,korean palace,0.2488,gallery,0.2187,museum,0.2176
427,삼겹살_골목식당_892.jpg,bakery shop,0.2418,stage theater,0.237,movie theater,0.236
428,"생태보존,서식지_을숙도생태공원 호수형습지_1603.jpg",korean palace,0.2808,city park,0.2699,observation tower,0.2645
429,"수목원,식물원_국립수목원_594.jpg",korean palace,0.2563,palace,0.2101,traditional market,0.2078
430,"수목원,식물원_국립수목원_595.jpg",korean palace,0.2705,city park,0.2345,museum,0.2343
431,"수목원,식물원_금강식물원_1577.jpg",gallery,0.2344,festival,0.2317,waterfall,0.2294
432,"수목원,식물원_금강식물원_1578.jpg",botanical garden,0.2849,korean palace,0.2667,Buddhist temple,0.2571
433,"수목원,식물원_금강식물원_1579.jpg",korean palace,0.2937,Buddhist temple,0.2754,botanical garden,0.2737
434,"수목원,식물원_남산야외식물원_97.jpg",korean palace,0.267,city park,0.2505,botanical garden,0.2491
435,"수목원,식물원_남산야외식물원_98.jpg",korean palace,0.2995,Buddhist temple,0.2862,botanical garden,0.2565
436,"수목원,식물원_대구수목원_1965.jpg",botanical garden,0.245,korean palace,0.242,forest,0.2366
437,"수목원,식물원_더그림_596.jpg",botanical garden,0.284,korean palace,0.2675,Buddhist temple,0.2652
438,"수목원,식물원_더그림_597.jpg",restaurant,0.2669,botanical garden,0.2595,Buddhist temple,0.2503
439,"수목원,식물원_더그림_598.jpg",botanical garden,0.2484,observation tower,0.222,gallery,0.2216
440,"수목원,식물원_도당근린공원 백만송이장미원_617.jpg",korean palace,0.2773,amusement park,0.2428,city park,0.2357
441,"수목원,식물원_도당근린공원 백만송이장미원_618.jpg",korean palace,0.2685,restaurant,0.2584,bakery shop,0.2573
442,"수목원,식물원_도당근린공원 백만송이장미원_619.jpg",botanical garden,0.3051,city park,0.2976,korean palace,0.2659
443,"수목원,식물원_물향기수목원_590.jpg",botanical garden,0.2501,city park,0.2159,river,0.2102
444,"수목원,식물원_물향기수목원_591.jpg",trail,0.2194,korean palace,0.2194,gallery,0.2148
445,"수목원,식물원_물향기수목원_592.jpg",korean palace,0.2596,restaurant,0.2231,gallery,0.2194
446,"수목원,식물원_바다향기수목원_606.jpg",korean palace,0.2497,stage theater,0.241,restaurant,0.2357
447,"수목원,식물원_바다향기수목원_607.jpg",korean palace,0.212,traditional market,0.2048,Buddhist temple,0.2023
448,"수목원,식물원_벽초지수목원_587.jpg",city park,0.2252,botanical garden,0.2247,korean palace,0.2159
449,"수목원,식물원_벽초지수목원_589.jpg",restaurant,0.2392,gallery,0.2347,department store,0.2266
450,"수목원,식물원_부산시수목전시원_1582.jpg",korean palace,0.278,Buddhist temple,0.2714,botanical garden,0.26
451,"수목원,식물원_부산어린이식물원_1592.jpg",traditional market,0.2439,festival,0.2418,zoo,0.2309
452,"수목원,식물원_부산어린이식물원_1593.jpg",stadium,0.2555,city park,0.2523,korean palace,0.2339
453,"수목원,식물원_부산어린이식물원_1594.jpg",zoo,0.2338,amusement park,0.2127,traditional market,0.209
454,"수목원,식물원_부산화명수목원_1568.jpg",botanical garden,0.2495,forest,0.2201,trail,0.2132
455,"수목원,식물원_부산화명수목원_1569.jpg",botanical garden,0.2543,forest,0.223,trail,0.2154
456,"수목원,식물원_부산화명수목원_1570.jpg",korean palace,0.2907,botanical garden,0.2632,trail,0.2534
457,"수목원,식물원_북한산식물원_113.jpg",korean palace,0.2445,Buddhist temple,0.2397,street,0.2308
458,"수목원,식물원_북한산식물원_114.jpg",botanical garden,0.2892,city park,0.2434,zoo,0.2414
459,"수목원,식물원_사바나농장_115.jpg",botanical garden,0.2508,forest,0.2442,zoo,0.2417
460,"수목원,식물원_사바나농장_116.jpg",botanical garden,0.2522,traditional market,0.2334,gallery,0.227
461,"수목원,식물원_사바나농장_117.jpg",traditional market,0.2523,festival,0.2477,bakery shop,0.2465
462,"수목원,식물원_서경하늘수목원_1601.jpg",Buddhist temple,0.258,korean palace,0.2578,traditional market,0.2275
463,"수목원,식물원_서울식물원_88.jpg",festival,0.216,traditional market,0.2072,zoo,0.2039
464,"수목원,식물원_서울어린이대공원 식물원_106.jpg",museum,0.2511,korean palace,0.2437,stage theater,0.2414
465,"수목원,식물원_서울어린이대공원 식물원_107.jpg",botanical garden,0.257,city park,0.2346,zoo,0.212
466,"수목원,식물원_서울어린이대공원 식물원_108.jpg",korean palace,0.2448,museum,0.241,gallery,0.2306
467,"수목원,식물원_석모도수목원_1101.jpg",botanical garden,0.2707,Buddhist temple,0.2544,fountain,0.2212
468,"수목원,식물원_석모도수목원_1102.jpg",korean palace,0.2575,botanical garden,0.2559,trail,0.2507
469,"수목원,식물원_석모도수목원_1103.jpg",korean palace,0.2784,botanical garden,0.2508,city park,0.2475
470,"수목원,식물원_선유도공원 시간의정원_104.jpg",observation tower,0.2783,botanical garden,0.2528,city park,0.2313
471,"수목원,식물원_선유도공원 온실_124.jpg",botanical garden,0.2575,city park,0.2216,zoo,0.2182
472,"수목원,식물원_세미원_578.jpg",botanical garden,0.2509,department store,0.2502,city park,0.2442
473,"수목원,식물원_세미원_579.jpg",korean palace,0.2648,gallery,0.2415,museum,0.2378
474,"수목원,식물원_세미원_580.jpg",botanical garden,0.2445,forest,0.2253,festival,0.2221
475,"수목원,식물원_신구대학교식물원_608.jpg",botanical garden,0.2536,forest,0.236,trail,0.228
476,"수목원,식물원_신구대학교식물원_610.jpg",botanical garden,0.2543,forest,0.2315,trail,0.2225
477,"수목원,식물원_아차산어울림정원 자생식물원_121.jpg",amusement park,0.2659,city park,0.2378,korean palace,0.2345
478,"수목원,식물원_아차산어울림정원 자생식물원_122.jpg",korean palace,0.2751,botanical garden,0.2551,museum,0.248
479,"수목원,식물원_아침고요수목원_585.jpg",botanical garden,0.2759,city park,0.243,korean palace,0.2364
480,"수목원,식물원_아침고요수목원_586.jpg",korean palace,0.2748,botanical garden,0.2736,Buddhist temple,0.2493
481,"수목원,식물원_아홉산숲_1572.jpg",korean palace,0.2827,Buddhist temple,0.2747,botanical garden,0.2733
482,"수목원,식물원_아홉산숲_1573.jpg",forest,0.2646,trail,0.2518,Buddhist temple,0.2324
483,"수목원,식물원_영흥수목원_612.jpg",korean palace,0.2578,observation tower,0.2406,amusement park,0.2117
484,"수목원,식물원_영흥수목원_613.jpg",street,0.2206,observation tower,0.2205,stage theater,0.219
485,"수목원,식물원_인천나비공원 수생식물원_1098.jpg",botanical garden,0.2767,korean palace,0.2699,Buddhist temple,0.2613
486,"수목원,식물원_인천나비공원 수생식물원_1099.jpg",korean palace,0.2646,Buddhist temple,0.2639,botanical garden,0.2569
487,"수목원,식물원_인천수목원_1090.jpg",city park,0.2454,trail,0.2224,street,0.2161
488,"수목원,식물원_인천수목원_1091.jpg",city park,0.2583,botanical garden,0.2571,korean palace,0.2486
489,"수목원,식물원_인천환경공단 청라생태공원 온실_1104.jpg",korean palace,0.2453,amusement park,0.2427,city park,0.2388
490,"수목원,식물원_인천환경공단 청라생태공원 온실_1105.jpg",trail,0.2609,forest,0.2552,city park,0.2442
491,"수목원,식물원_장산산림욕장_1591.jpg",trail,0.2588,forest,0.2546,botanical garden,0.2366
492,"수목원,식물원_창경궁 대온실_94.jpg",korean palace,0.3171,botanical garden,0.2832,palace,0.2582
493,"수목원,식물원_창경궁 대온실_95.jpg",botanical garden,0.2793,korean palace,0.2566,palace,0.2417
494,"수목원,식물원_창경궁 대온실_96.jpg",fountain,0.2918,Buddhist temple,0.2403,observatory,0.2295
495,"수목원,식물원_푸른수목원_91.jpg",korean palace,0.2515,botanical garden,0.2491,city park,0.2462
496,"수목원,식물원_푸른수목원_92.jpg",trail,0.2645,city park,0.2634,botanical garden,0.2632
497,"수목원,식물원_푸른수목원_93.jpg",korean palace,0.2782,forest,0.24,gallery,0.2341
498,"수목원,식물원_한택식물원_602.jpg",botanical garden,0.2641,gallery,0.2293,Buddhist temple,0.2229
499,"수목원,식물원_한택식물원_603.jpg",botanical garden,0.2424,gallery,0.2221,forest,0.2116
500,"수목원,식물원_한택식물원_604.jpg",botanical garden,0.2529,gallery,0.2122,forest,0.2099
501,"수목원,식물원_해운대수목원_1574.jpg",city park,0.2787,korean palace,0.2566,botanical garden,0.2545
502,"수목원,식물원_해운대수목원_1576.jpg",botanical garden,0.2776,korean palace,0.2536,city park,0.252
503,"수목원,식물원_화담숲_583.jpg",korean palace,0.2688,botanical garden,0.2642,Buddhist temple,0.2485
504,"수목원,식물원_황학산수목원_620.jpg",trail,0.2496,botanical garden,0.2436,forest,0.2423
505,순대_골목순대국_390.jpg,korean palace,0.2666,restaurant,0.261,bakery shop,0.2526
506,순대_골목순대국_391.jpg,restaurant,0.2211,korean palace,0.2196,pub,0.2048
507,순대_골목순대국_392.jpg,bakery shop,0.2651,traditional market,0.2612,restaurant,0.2413
508,술집_숨은골목_388.jpg,korean palace,0.2691,zoo,0.2264,traditional market,0.2133
509,시장_가락시장_336.jpg,traditional market,0.2291,department store,0.2226,bakery shop,0.2213
510,시장_가락시장_337.jpg,traditional market,0.2498,department store,0.2317,bakery shop,0.2125
511,시장_가락시장_338.jpg,korean palace,0.2634,observation tower,0.2583,city park,0.2423
512,시장_강남시장_1337.jpg,korean palace,0.2506,river,0.2368,street,0.2322
513,시장_강화풍물시장_1328.jpg,department store,0.2458,traditional market,0.2378,harbor,0.2321
514,시장_경동시장_333.jpg,fountain,0.2249,movie theater,0.2179,stage theater,0.2177
515,시장_경동시장_334.jpg,zoo,0.2486,observation tower,0.2131,forest,0.2086
516,시장_계양산전통시장_1334.jpg,stage theater,0.2275,department store,0.2266,traditional market,0.2176
517,시장_계양산전통시장_1335.jpg,stage theater,0.2606,movie theater,0.2551,museum,0.2386
518,시장_계양산전통시장_1336.jpg,gallery,0.2349,stage theater,0.2284,observation tower,0.2255
519,시장_광명전통시장_869.jpg,korean palace,0.2353,gallery,0.2099,fountain,0.2044
520,시장_광장시장_321.jpg,traditional market,0.2695,bakery shop,0.2675,restaurant,0.2604
521,시장_광장시장_323.jpg,traditional market,0.2546,department store,0.2474,stage theater,0.2269
522,시장_교동대룡시장_1313.jpg,bakery shop,0.2357,restaurant,0.235,gallery,0.2341
523,시장_교동대룡시장_1314.jpg,restaurant,0.2279,korean palace,0.2196,pub,0.2188
524,시장_교동대룡시장_1315.jpg,restaurant,0.2644,stage theater,0.2461,pub,0.2418
525,시장_구리전통시장_851.jpg,korean palace,0.2314,stage theater,0.2043,palace,0.2028
526,시장_구리전통시장_853.jpg,korean palace,0.2507,stage theater,0.212,palace,0.212
527,시장_구포시장_1774.jpg,pub,0.1975,festival,0.1946,gallery,0.1918
528,시장_구포시장_1775.jpg,zoo,0.2197,alley,0.2036,observation tower,0.2009
529,시장_국제시장_1764.jpg,korean palace,0.2523,department store,0.2325,traditional market,0.2291
530,시장_국제시장_1766.jpg,department store,0.2465,korean palace,0.2394,street,0.2362
531,시장_기장시장_1786.jpg,traditional market,0.3003,street,0.2388,harbor,0.2329
532,시장_기장시장_1787.jpg,traditional market,0.2432,festival,0.2234,Buddhist temple,0.2101
533,시장_남대문시장_325.jpg,traditional market,0.3297,bakery shop,0.2806,festival,0.2688
534,시장_남촌농산물도매시장_1322.jpg,traditional market,0.2501,department store,0.2337,palace,0.2182
535,시장_남촌농산물도매시장_1323.jpg,traditional market,0.259,department store,0.2474,bakery shop,0.2352
536,시장_남촌농산물도매시장_1324.jpg,korean palace,0.2532,amusement park,0.2292,festival,0.2235
537,시장_노량진수산물도매시장_340.jpg,department store,0.2517,traditional market,0.246,harbor,0.2433
538,시장_노량진수산물도매시장_341.jpg,department store,0.2602,bakery shop,0.242,traditional market,0.2326
539,시장_독립문 영천시장_363.jpg,korean palace,0.2653,restaurant,0.2456,stage theater,0.2413
540,시장_동대문종합시장_330.jpg,department store,0.2706,korean palace,0.2555,palace,0.2537
541,시장_동대문종합시장_332.jpg,department store,0.2988,korean palace,0.2879,stage theater,0.2596
542,시장_동래시장_1782.jpg,traditional market,0.2411,street,0.2086,korean palace,0.2057
543,시장_동래시장_1783.jpg,traditional market,0.2175,korean palace,0.213,stage theater,0.2088
544,시장_동래시장_1784.jpg,traditional market,0.206,department store,0.1994,bakery shop,0.1911
545,시장_동묘시장_345.jpg,traditional market,0.2599,street,0.2433,city park,0.237
546,시장_동묘시장_347.jpg,street,0.2461,korean palace,0.2362,traditional market,0.2253
547,시장_마장축산물시장_357.jpg,stage theater,0.2308,palace,0.2122,korean palace,0.211
548,시장_마장축산물시장_358.jpg,street,0.2148,department store,0.2144,korean palace,0.2128
549,시장_마장축산물시장_359.jpg,restaurant,0.2439,stage theater,0.2431,zoo,0.2426
550,시장_망원시장_327.jpg,movie theater,0.2575,restaurant,0.2536,stage theater,0.2507
551,시장_망원시장_328.jpg,korean palace,0.2487,department store,0.2245,stadium,0.218
552,시장_망원시장_329.jpg,restaurant,0.2619,bakery shop,0.2551,korean palace,0.2481
553,시장_모란민속5일장_842.jpg,korean palace,0.2456,festival,0.2348,street,0.231
554,시장_모란민속5일장_843.jpg,harbor,0.2544,traditional market,0.253,amusement park,0.2349
555,시장_모래내시장_1316.jpg,traditional market,0.2668,korean palace,0.2587,alley,0.2472
556,시장_모래내시장_1317.jpg,stadium,0.2211,korean palace,0.2135,festival,0.2117
557,시장_목동깨비시장_351.jpg,traditional market,0.2232,bakery shop,0.2137,street,0.2087
